5,clean_text,sentiment,compound,pos,neg,neu
Alguém sabe informar o prazo de entrega de a blusa?,alguém sabe informar prazo entrega blusa,Neutro,0.0044,0.004,0.0,0.996
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.4486,0.0,0.303,0.697
"Péssimo o app, não recomendo.",péssimo app recomendo,Negativo,-0.8937,0.0,0.576,0.424
Qual a diferença entre o pedido e o modelo anterior?,diferença entre pedido modelo anterior,Neutro,0.0012,0.001,0.0,0.999
"A bolsa tem cor azul e branca, conforme o anúncio.",bolsa cor azul branca conforme anúncio,Neutro,0.0433,0.033,0.0,0.967
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.6461,0.44,0.0,0.56
Alguém sabe informar o prazo de entrega de o brinquedo?,alguém sabe informar prazo entrega brinquedo,Neutro,-0.028,0.0,0.024,0.976
"Nunca mais compro dessa marca, a caixa chegou toda amassada.",nunca compro dessa marca caixa chegou toda amassada,Negativo,-0.5567,0.0,0.457,0.543
"Não indico essa marca pra ninguém, o produto quebrou em uma semana.",indico marca pra ninguém produto quebrou semana,Negativo,-0.8788,0.0,0.755,0.245
"Serviço ruim, atendimento péssimo, não voltarei.",serviço ruim atendimento péssimo voltarei,Negativo,-0.4008,0.0,0.315,0.685
"O eletrodoméstico é horrível, não vale o preço, decepção total.",eletrodoméstico horrível vale preço decepção total,Negativo,-0.4017,0.0,0.369,0.631
"Excelente o atendimento, recomendo a todos!",excelente atendimento recomendo todos,Positivo,0.491,0.39,0.0,0.61
Melhor experiência que já tive com o atendimento.,melhor experiência atendimento,Positivo,0.5343,0.468,0.0,0.532
O relógio chegou no prazo previsto.,relógio chegou prazo previsto,Neutro,0.0398,0.034,0.0,0.966
"Excelente a entrega, recomendo a todos!",excelente entrega recomendo todos,Positivo,0.4684,0.43,0.0,0.57
"Voltarei a comprar com certeza, super atencioso!",voltarei comprar certeza super atencioso,Positivo,0.7401,0.528,0.0,0.472
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,-0.0288,0.0,0.024,0.976
"Equipe rápido e eficiente, super recomendo essa marca!",equipe rápido eficiente super recomendo marca,Positivo,0.5751,0.571,0.0,0.429
"Equipe super atencioso, super recomendo essa marca!",equipe super atencioso super recomendo marca,Positivo,0.4405,0.424,0.0,0.576
Alguém sabe informar o prazo de entrega de o tênis?,alguém sabe informar prazo entrega tênis,Neutro,-0.0111,0.0,0.01,0.99
"Não indico essa marca pra ninguém, cobraram duas vezes no cartão.",indico marca pra ninguém cobraram duas vezes cartão,Negativo,-0.4636,0.0,0.447,0.553
"Simplesmente incrível, o prazo de entrega sensacional!",simplesmente incrível prazo entrega sensacional,Positivo,0.6744,0.663,0.0,0.337
Fui até a loja física para trocar o tênis.,fui até loja física trocar tênis,Neutro,0.0159,0.01,0.0,0.99
"Nunca mais compro dessa marca, o produto quebrou em uma semana.",nunca compro dessa marca produto quebrou semana,Negativo,-0.7139,0.0,0.447,0.553
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.4036,0.0,0.38,0.62
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.5627,0.491,0.0,0.509
"A qualidade impecável, virei cliente fiel dessa marca.",qualidade impecável virei cliente fiel dessa marca,Positivo,0.6257,0.538,0.0,0.462
"Péssimo o suporte, não recomendo.",péssimo suporte recomendo,Negativo,-0.6974,0.0,0.642,0.358
"O perfume tem cor azul e branca, conforme o anúncio.",perfume cor azul branca conforme anúncio,Neutro,-0.0082,0.0,0.007,0.993
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.4291,0.0,0.327,0.673
"Recebi o brinquedo, embalagem estava ok.",recebi brinquedo embalagem estava,Neutro,0.0374,0.034,0.0,0.966
"A embalagem horrível, demorou semanas para resolver.",embalagem horrível demorou semanas resolver,Negativo,-0.7648,0.0,0.565,0.435
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.6849,0.589,0.0,0.411
"Nunca mais compro dessa marca, ninguém respondeu meus e-mails.",nunca compro dessa marca ninguém respondeu emails,Negativo,-0.7619,0.0,0.59,0.41
"Muito ruim a embalagem, experiência péssima.",ruim embalagem experiência péssima,Negativo,-0.4018,0.0,0.317,0.683
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.5091,0.447,0.0,0.553
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5715,0.0,0.535,0.465
"Muito ruim o atendimento, experiência péssima.",ruim atendimento experiência péssima,Negativo,-0.5538,0.0,0.485,0.515
"A compra veio com defeito, muito decepcionado.",compra veio defeito decepcionado,Negativo,-0.7579,0.0,0.756,0.244
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7924,0.0,0.57,0.43
"A qualidade horrível, ninguém respondeu meus e-mails.",qualidade horrível ninguém respondeu emails,Negativo,-0.8093,0.0,0.545,0.455
"Entrega atrasou muito, demorou semanas para resolver.",entrega atrasou demorou semanas resolver,Negativo,-0.8993,0.0,0.679,0.321
"Muito satisfeito com o livro, vale cada centavo.",satisfeito livro vale cada centavo,Positivo,0.7805,0.596,0.0,0.404
Fui até a loja física para trocar o brinquedo.,fui até loja física trocar brinquedo,Neutro,0.0158,0.01,0.0,0.99
"O preço impecável, virei cliente fiel dessa marca.",preço impecável virei cliente fiel dessa marca,Positivo,0.6463,0.528,0.0,0.472
"O app horrível, demorou semanas para resolver.",app horrível demorou semanas resolver,Negativo,-0.8229,0.0,0.512,0.488
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7649,0.0,0.693,0.307
Extremamente decepcionado com o livro.,extremamente decepcionado livro,Negativo,-0.8126,0.0,0.507,0.493
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.537,0.515,0.0,0.485
"Voltarei a comprar com certeza, super atencioso!",voltarei comprar certeza super atencioso,Positivo,0.7932,0.488,0.0,0.512
"Adorei a embalagem da marca, muito rápido e eficiente!",adorei embalagem marca rápido eficiente,Positivo,0.6776,0.47,0.0,0.53
Fui até a loja física para trocar o brinquedo.,fui até loja física trocar brinquedo,Neutro,-0.0067,0.0,0.006,0.994
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.6771,0.594,0.0,0.406
"O fone de ouvido tem cor azul e branca, conforme o anúncio.",fone ouvido cor azul branca conforme anúncio,Neutro,0.0389,0.028,0.0,0.972
Estou pesquisando opiniões sobre a entrega antes de comprar.,estou pesquisando opiniões sobre entrega antes comprar,Neutro,-0.0204,0.0,0.016,0.984
O brinquedo chegou no prazo previsto.,brinquedo chegou prazo previsto,Neutro,-0.0018,0.0,0.001,0.999
O brinquedo chegou no prazo previsto.,brinquedo chegou prazo previsto,Neutro,-0.0142,0.0,0.013,0.987
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8702,0.0,0.864,0.136
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0402,0.031,0.0,0.969
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.7377,0.0,0.571,0.429
Alguém sabe informar o prazo de entrega de a blusa?,alguém sabe informar prazo entrega blusa,Neutro,-0.031,0.0,0.019,0.981
"Recebi a bicicleta, embalagem estava ok.",recebi bicicleta embalagem estava,Neutro,-0.0166,0.0,0.016,0.984
"O site impecável, virei cliente fiel dessa marca.",site impecável virei cliente fiel dessa marca,Positivo,0.8865,0.667,0.0,0.333
"O brinquedo veio com defeito, muito decepcionado.",brinquedo veio defeito decepcionado,Negativo,-0.8903,0.0,0.787,0.213
"Comprei a compra e chegou rápido, super satisfeito!",comprei compra chegou rápido super satisfeito,Positivo,0.8724,0.686,0.0,0.314
"Entrega atrasou muito, demorou semanas para resolver.",entrega atrasou demorou semanas resolver,Negativo,-0.7223,0.0,0.62,0.38
Estou pesquisando opiniões sobre o app antes de comprar.,estou pesquisando opiniões sobre app antes comprar,Neutro,0.0317,0.031,0.0,0.969
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.7319,0.463,0.0,0.537
"A bolsa veio com defeito, muito decepcionado.",bolsa veio defeito decepcionado,Negativo,-0.4011,0.0,0.344,0.656
Qual a diferença entre o tênis e o modelo anterior?,diferença entre tênis modelo anterior,Neutro,0.028,0.024,0.0,0.976
"Voltarei a comprar com certeza, super atencioso!",voltarei comprar certeza super atencioso,Positivo,0.6906,0.418,0.0,0.582
"O preço impecável, virei cliente fiel dessa marca.",preço impecável virei cliente fiel dessa marca,Positivo,0.7276,0.539,0.0,0.461
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0427,0.038,0.0,0.962
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0057,0.0,0.004,0.996
Extremamente decepcionado com o tênis.,extremamente decepcionado tênis,Negativo,-0.6469,0.0,0.638,0.362
Fui até a loja física para trocar o celular.,fui até loja física trocar celular,Neutro,-0.0273,0.0,0.026,0.974
"O app horrível, a caixa chegou toda amassada.",app horrível caixa chegou toda amassada,Negativo,-0.8451,0.0,0.683,0.317
"A compra é horrível, não vale o preço, decepção total.",compra horrível vale preço decepção total,Negativo,-0.7727,0.0,0.535,0.465
"Muito satisfeito com o produto, vale cada centavo.",satisfeito produto vale cada centavo,Positivo,0.4379,0.432,0.0,0.568
"Comprei o eletrodoméstico ontem, ainda vou testar.",comprei eletrodoméstico ontem ainda vou testar,Neutro,-0.0246,0.0,0.021,0.979
"Ótimo a experiência de compra, estou muito feliz com a compra!",ótimo experiência compra estou feliz compra,Positivo,0.4835,0.398,0.0,0.602
"O produto tem cor azul e branca, conforme o anúncio.",produto cor azul branca conforme anúncio,Neutro,0.0242,0.023,0.0,0.977
"Não indico essa marca pra ninguém, ninguém respondeu meus e-mails.",indico marca pra ninguém ninguém respondeu emails,Negativo,-0.4224,0.0,0.303,0.697
"Recebi a blusa, embalagem estava ok.",recebi blusa embalagem estava,Neutro,-0.0305,0.0,0.027,0.973
"A compra superou minhas expectativas, muito bom!",compra superou expectativas bom,Positivo,0.7624,0.545,0.0,0.455
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.4025,0.352,0.0,0.648
"Não indico essa marca pra ninguém, ninguém respondeu meus e-mails.",indico marca pra ninguém ninguém respondeu emails,Negativo,-0.7861,0.0,0.775,0.225
"Voltarei a comprar com certeza, muito profissional!",voltarei comprar certeza profissional,Positivo,0.695,0.62,0.0,0.38
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.8813,0.614,0.0,0.386
"Excelente a embalagem, recomendo a todos!",excelente embalagem recomendo todos,Positivo,0.5393,0.481,0.0,0.519
"Muito satisfeito com o eletrodoméstico, vale cada centavo.",satisfeito eletrodoméstico vale cada centavo,Positivo,0.6463,0.576,0.0,0.424
"O celular é horrível, não vale o preço, decepção total.",celular horrível vale preço decepção total,Negativo,-0.6765,0.0,0.462,0.538
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.8175,0.623,0.0,0.377
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0416,0.0,0.038,0.962
"Comprei o livro ontem, ainda vou testar.",comprei livro ontem ainda vou testar,Neutro,-0.0232,0.0,0.016,0.984
"O prazo de entrega impecável, virei cliente fiel dessa marca.",prazo entrega impecável virei cliente fiel dessa marca,Positivo,0.5699,0.498,0.0,0.502
"A experiência de compra impecável, virei cliente fiel dessa marca.",experiência compra impecável virei cliente fiel dessa marca,Positivo,0.4806,0.353,0.0,0.647
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.748,0.0,0.509,0.491
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.5158,0.357,0.0,0.643
"Recebi a bolsa, embalagem estava ok.",recebi bolsa embalagem estava,Neutro,0.0284,0.028,0.0,0.972
"Nunca mais compro dessa marca, cobraram duas vezes no cartão.",nunca compro dessa marca cobraram duas vezes cartão,Negativo,-0.4121,0.0,0.376,0.624
"Simplesmente incrível, a embalagem sensacional!",simplesmente incrível embalagem sensacional,Positivo,0.7974,0.507,0.0,0.493
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7062,0.0,0.468,0.532
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6937,0.0,0.425,0.575
O perfume chegou no prazo previsto.,perfume chegou prazo previsto,Neutro,0.0052,0.004,0.0,0.996
"Equipe impecável, super recomendo essa marca!",equipe impecável super recomendo marca,Positivo,0.4603,0.418,0.0,0.582
"Comprei o livro e chegou rápido, super satisfeito!",comprei livro chegou rápido super satisfeito,Positivo,0.4216,0.329,0.0,0.671
"Nunca mais compro dessa marca, o produto quebrou em uma semana.",nunca compro dessa marca produto quebrou semana,Negativo,-0.8021,0.0,0.573,0.427
Qual a diferença entre o tênis e o modelo anterior?,diferença entre tênis modelo anterior,Neutro,-0.012,0.0,0.008,0.992
Qual a diferença entre o relógio e o modelo anterior?,diferença entre relógio modelo anterior,Neutro,-0.0461,0.0,0.031,0.969
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.5667,0.0,0.346,0.654
"A bicicleta veio com defeito, muito decepcionado.",bicicleta veio defeito decepcionado,Negativo,-0.6903,0.0,0.419,0.581
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6099,0.0,0.399,0.601
"Equipe acima da expectativa, super recomendo essa marca!",equipe acima expectativa super recomendo marca,Positivo,0.6042,0.407,0.0,0.593
"Não indico essa marca pra ninguém, cobraram duas vezes no cartão.",indico marca pra ninguém cobraram duas vezes cartão,Negativo,-0.7223,0.0,0.512,0.488
Estou pesquisando opiniões sobre o site antes de comprar.,estou pesquisando opiniões sobre site antes comprar,Neutro,-0.0204,0.0,0.014,0.986
"Entrega atrasou muito, cobraram duas vezes no cartão.",entrega atrasou cobraram duas vezes cartão,Negativo,-0.6894,0.0,0.587,0.413
Extremamente decepcionado com o brinquedo.,extremamente decepcionado brinquedo,Negativo,-0.7349,0.0,0.661,0.339
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0292,0.0,0.021,0.979
"Entrega atrasou muito, a caixa chegou toda amassada.",entrega atrasou caixa chegou toda amassada,Negativo,-0.794,0.0,0.688,0.312
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0428,0.041,0.0,0.959
"Péssimo o site, não recomendo.",péssimo site recomendo,Negativo,-0.8425,0.0,0.824,0.176
Fui até a loja física para trocar o notebook.,fui até loja física trocar notebook,Neutro,-0.0229,0.0,0.019,0.981
"A compra superou minhas expectativas, muito bom!",compra superou expectativas bom,Positivo,0.7216,0.699,0.0,0.301
"Equipe acima da expectativa, super recomendo essa marca!",equipe acima expectativa super recomendo marca,Positivo,0.5616,0.365,0.0,0.635
"Adorei a experiência de compra da marca, muito muito profissional!",adorei experiência compra marca profissional,Positivo,0.7416,0.551,0.0,0.449
"Muito ruim o atendimento, experiência péssima.",ruim atendimento experiência péssima,Negativo,-0.5386,0.0,0.424,0.576
"Ótimo a embalagem, estou muito feliz com a compra!",ótimo embalagem estou feliz compra,Positivo,0.8185,0.613,0.0,0.387
Fui até a loja física para trocar a compra.,fui até loja física trocar compra,Neutro,0.0239,0.022,0.0,0.978
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,-0.0098,0.0,0.009,0.991
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0295,0.0,0.025,0.975
"Entrega atrasou muito, ninguém respondeu meus e-mails.",entrega atrasou ninguém respondeu emails,Negativo,-0.41,0.0,0.263,0.737
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.7994,0.503,0.0,0.497
"Comprei o relógio ontem, ainda vou testar.",comprei relógio ontem ainda vou testar,Neutro,0.0465,0.032,0.0,0.968
"Ótimo o prazo de entrega, estou muito feliz com a compra!",ótimo prazo entrega estou feliz compra,Positivo,0.5461,0.361,0.0,0.639
"Que compra ruim, o fone de ouvido veio quebrado.",compra ruim fone ouvido veio quebrado,Negativo,-0.7702,0.0,0.747,0.253
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7199,0.0,0.46,0.54
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.5729,0.0,0.566,0.434
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.7412,0.0,0.539,0.461
"Equipe muito profissional, super recomendo essa marca!",equipe profissional super recomendo marca,Positivo,0.7053,0.606,0.0,0.394
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.8645,0.0,0.859,0.141
"Comprei o perfume ontem, ainda vou testar.",comprei perfume ontem ainda vou testar,Neutro,0.0128,0.011,0.0,0.989
"O livro é maravilhoso, adorei demais!",livro maravilhoso adorei demais,Positivo,0.7958,0.788,0.0,0.212
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0434,0.0,0.043,0.957
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,0.0131,0.01,0.0,0.99
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.4588,0.425,0.0,0.575
"Muito satisfeito com o fone de ouvido, vale cada centavo.",satisfeito fone ouvido vale cada centavo,Positivo,0.4552,0.379,0.0,0.621
"Comprei o livro e chegou rápido, super satisfeito!",comprei livro chegou rápido super satisfeito,Positivo,0.7188,0.528,0.0,0.472
Estou pesquisando opiniões sobre a experiência de compra antes de comprar.,estou pesquisando opiniões sobre experiência compra antes comprar,Neutro,-0.0257,0.0,0.021,0.979
Extremamente decepcionado com o fone de ouvido.,extremamente decepcionado fone ouvido,Negativo,-0.5284,0.0,0.472,0.528
"Comprei o eletrodoméstico ontem, ainda vou testar.",comprei eletrodoméstico ontem ainda vou testar,Neutro,0.0074,0.006,0.0,0.994
"Suporte não responde, estou muito insatisfeito.",suporte responde estou insatisfeito,Negativo,-0.445,0.0,0.283,0.717
"Excelente a embalagem, recomendo a todos!",excelente embalagem recomendo todos,Positivo,0.5878,0.415,0.0,0.585
"O brinquedo tem cor azul e branca, conforme o anúncio.",brinquedo cor azul branca conforme anúncio,Neutro,0.0066,0.006,0.0,0.994
Melhor experiência que já tive com a entrega.,melhor experiência entrega,Positivo,0.773,0.678,0.0,0.322
"Que ótima experiência de compra, tudo maravilhoso!",ótima experiência compra tudo maravilhoso,Positivo,0.726,0.526,0.0,0.474
"O prazo de entrega impecável, virei cliente fiel dessa marca.",prazo entrega impecável virei cliente fiel dessa marca,Positivo,0.877,0.688,0.0,0.312
"Comprei o produto ontem, ainda vou testar.",comprei produto ontem ainda vou testar,Neutro,0.0076,0.006,0.0,0.994
Fui até a loja física para trocar o tênis.,fui até loja física trocar tênis,Neutro,-0.047,0.0,0.035,0.965
Alguém sabe informar o prazo de entrega de o perfume?,alguém sabe informar prazo entrega perfume,Neutro,0.0388,0.026,0.0,0.974
"Que compra ruim, a blusa veio quebrado.",compra ruim blusa veio quebrado,Negativo,-0.7972,0.0,0.561,0.439
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.4329,0.344,0.0,0.656
"O tênis superou minhas expectativas, muito bom!",tênis superou expectativas bom,Positivo,0.6777,0.632,0.0,0.368
"Muito bom o brinquedo, ficou perfeito, adorei o resultado!",bom brinquedo ficou perfeito adorei resultado,Positivo,0.4898,0.329,0.0,0.671
"Comprei o fone de ouvido ontem, ainda vou testar.",comprei fone ouvido ontem ainda vou testar,Neutro,0.0172,0.015,0.0,0.985
Extremamente decepcionado com a compra.,extremamente decepcionado compra,Negativo,-0.5131,0.0,0.354,0.646
"O suporte impecável, virei cliente fiel dessa marca.",suporte impecável virei cliente fiel dessa marca,Positivo,0.4862,0.32,0.0,0.68
"Recebi a blusa, embalagem estava ok.",recebi blusa embalagem estava,Neutro,-0.0127,0.0,0.011,0.989
Qual a diferença entre o fone de ouvido e o modelo anterior?,diferença entre fone ouvido modelo anterior,Neutro,0.0188,0.013,0.0,0.987
Fui até a loja física para trocar o perfume.,fui até loja física trocar perfume,Neutro,-0.0482,0.0,0.042,0.958
"Recebi o produto, embalagem estava ok.",recebi produto embalagem estava,Neutro,-0.0223,0.0,0.016,0.984
"Adorei o preço da marca, muito de primeira qualidade!",adorei preço marca primeira qualidade,Positivo,0.7029,0.425,0.0,0.575
Estou pesquisando opiniões sobre a entrega antes de comprar.,estou pesquisando opiniões sobre entrega antes comprar,Neutro,-0.0367,0.0,0.03,0.97
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0271,0.0,0.027,0.973
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,0.0064,0.005,0.0,0.995
Vi a propaganda da marca na TV hoje.,propaganda marca hoje,Neutro,-0.0438,0.0,0.029,0.971
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.498,0.0,0.456,0.544
"Produto de baixa qualidade, dinheiro jogado fora.",produto baixa qualidade dinheiro jogado fora,Negativo,-0.678,0.0,0.445,0.555
"Simplesmente incrível, a embalagem sensacional!",simplesmente incrível embalagem sensacional,Positivo,0.578,0.435,0.0,0.565
Estou pesquisando opiniões sobre a qualidade antes de comprar.,estou pesquisando opiniões sobre qualidade antes comprar,Neutro,0.0478,0.045,0.0,0.955
"Ótimo o app, estou muito feliz com a compra!",ótimo app estou feliz compra,Positivo,0.5581,0.532,0.0,0.468
Estou pesquisando opiniões sobre o atendimento antes de comprar.,estou pesquisando opiniões sobre atendimento antes comprar,Neutro,-0.0221,0.0,0.019,0.981
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.4579,0.0,0.301,0.699
"Simplesmente incrível, a entrega sensacional!",simplesmente incrível entrega sensacional,Positivo,0.7257,0.64,0.0,0.36
A bolsa chegou no prazo previsto.,bolsa chegou prazo previsto,Neutro,0.0293,0.028,0.0,0.972
"Comprei o pedido e chegou rápido, super satisfeito!",comprei pedido chegou rápido super satisfeito,Positivo,0.7206,0.455,0.0,0.545
Qual a diferença entre o brinquedo e o modelo anterior?,diferença entre brinquedo modelo anterior,Neutro,0.0447,0.031,0.0,0.969
Estou pesquisando opiniões sobre o prazo de entrega antes de comprar.,estou pesquisando opiniões sobre prazo entrega antes comprar,Neutro,-0.0304,0.0,0.027,0.973
"Recebi o brinquedo, embalagem estava ok.",recebi brinquedo embalagem estava,Neutro,-0.025,0.0,0.022,0.978
"O pedido veio com defeito, muito decepcionado.",pedido veio defeito decepcionado,Negativo,-0.875,0.0,0.622,0.378
"Entrega atrasou muito, veio tudo errado.",entrega atrasou veio tudo errado,Negativo,-0.7422,0.0,0.542,0.458
"O celular superou minhas expectativas, muito bom!",celular superou expectativas bom,Positivo,0.848,0.514,0.0,0.486
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.5537,0.0,0.503,0.497
"Excelente a experiência de compra, recomendo a todos!",excelente experiência compra recomendo todos,Positivo,0.5191,0.445,0.0,0.555
"Recebi o livro, embalagem estava ok.",recebi livro embalagem estava,Neutro,-0.0031,0.0,0.003,0.997
"A bicicleta é maravilhoso, adorei demais!",bicicleta maravilhoso adorei demais,Positivo,0.6784,0.669,0.0,0.331
"Comprei o celular ontem, ainda vou testar.",comprei celular ontem ainda vou testar,Neutro,-0.0102,0.0,0.006,0.994
"O livro tem cor azul e branca, conforme o anúncio.",livro cor azul branca conforme anúncio,Neutro,0.0123,0.011,0.0,0.989
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.7848,0.0,0.617,0.383
"A loja fica aberta até as 22h, segundo o site.",loja fica aberta até segundo site,Neutro,-0.0419,0.0,0.029,0.971
"Nunca mais compro dessa marca, cobraram duas vezes no cartão.",nunca compro dessa marca cobraram duas vezes cartão,Negativo,-0.4722,0.0,0.322,0.678
"Adorei o atendimento da marca, muito de primeira qualidade!",adorei atendimento marca primeira qualidade,Positivo,0.6867,0.435,0.0,0.565
"Comprei o eletrodoméstico e chegou rápido, super satisfeito!",comprei eletrodoméstico chegou rápido super satisfeito,Positivo,0.8736,0.805,0.0,0.195
"Nunca mais compro dessa marca, demorou semanas para resolver.",nunca compro dessa marca demorou semanas resolver,Negativo,-0.5456,0.0,0.468,0.532
Estou pesquisando opiniões sobre a embalagem antes de comprar.,estou pesquisando opiniões sobre embalagem antes comprar,Neutro,0.025,0.015,0.0,0.985
"Recebi o pedido, embalagem estava ok.",recebi pedido embalagem estava,Neutro,0.0458,0.043,0.0,0.957
"Atendimento horrível, ninguém resolve nada.",atendimento horrível ninguém resolve nada,Negativo,-0.7604,0.0,0.557,0.443
Extremamente decepcionado com o eletrodoméstico.,extremamente decepcionado eletrodoméstico,Negativo,-0.757,0.0,0.698,0.302
"Recebi o eletrodoméstico, embalagem estava ok.",recebi eletrodoméstico embalagem estava,Neutro,-0.0219,0.0,0.022,0.978
Extremamente decepcionado com o livro.,extremamente decepcionado livro,Negativo,-0.5969,0.0,0.555,0.445
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.5949,0.0,0.566,0.434
"O celular é horrível, não vale o preço, decepção total.",celular horrível vale preço decepção total,Negativo,-0.799,0.0,0.705,0.295
"O app impecável, virei cliente fiel dessa marca.",app impecável virei cliente fiel dessa marca,Positivo,0.8826,0.87,0.0,0.13
"Não indico essa marca pra ninguém, cobraram duas vezes no cartão.",indico marca pra ninguém cobraram duas vezes cartão,Negativo,-0.7956,0.0,0.705,0.295
"Ótimo a entrega, estou muito feliz com a compra!",ótimo entrega estou feliz compra,Positivo,0.8335,0.523,0.0,0.477
"Ótimo o prazo de entrega, estou muito feliz com a compra!",ótimo prazo entrega estou feliz compra,Positivo,0.5259,0.323,0.0,0.677
"Atendimento nota 10, resolveram meu problema rapidinho.",atendimento nota resolveram problema rapidinho,Positivo,0.5904,0.397,0.0,0.603
"Adorei a entrega da marca, muito impecável!",adorei entrega marca impecável,Positivo,0.885,0.805,0.0,0.195
Qual a diferença entre o produto e o modelo anterior?,diferença entre produto modelo anterior,Neutro,-0.0395,0.0,0.035,0.965
"Terrível, simplesmente terrível essa experiência.",terrível simplesmente terrível experiência,Negativo,-0.6211,0.0,0.611,0.389
"Muito ruim a qualidade, experiência péssima.",ruim qualidade experiência péssima,Negativo,-0.7503,0.0,0.451,0.549
Fui até a loja física para trocar o brinquedo.,fui até loja física trocar brinquedo,Neutro,-0.0026,0.0,0.002,0.998
O notebook chegou no prazo previsto.,notebook chegou prazo previsto,Neutro,0.049,0.031,0.0,0.969
"O relógio é maravilhoso, adorei demais!",relógio maravilhoso adorei demais,Positivo,0.6516,0.621,0.0,0.379
"Péssimo o suporte, não recomendo.",péssimo suporte recomendo,Negativo,-0.7374,0.0,0.706,0.294
